buyerName|buyerCountry|Evaluation|buyerFeedback|buyerProductFeedBack|buyerTranslationFeedback|downVoteCount|upVoteCount|evalData|evaluationId|responsiveness|warrantyService|functionality|status
C***n|MX|20|pésimo servicio, el paquete no se entregó y la misma aplicación dice entrega fallida y no se quiren hacer responsables por el reembolso||Lousy service, the parcel was not delivered and the same app says failed delivery and do not want to be responsible for the refund|0|0|04 Mar 2024|60079867902350179||||1
А***а|UA|20|Одним словом не потріб. Воно нічого не може спиляти взагалі.||One word is not a word. You can't cut it off.|0|0|17 Jan 2024|30066931403498339||||1
AliExpress Shopper|SK|20|did not arrive||did not arrive|0|0|15 Mar 2024|50118810162337936||||1
AliExpress Shopper|UA|20|Товар не приехал||The product did not arrive|1|0|29 Oct 2023|60074614088594561||||1
I***z|ES|20|No corta, muy mala calidad||Not short, very poor quality|0|1|04 Nov 2023|30064714619428433||||1
Б***ч|RU|20|пришлите товар||Send the product|0|1|25 Dec 2023|20044909533544470||||1
AliExpress Shopper|BR|20|não recebi||I haven't received|0|0|13 Jan 2024|60078282159031905||||1
l***n|FR|20|ne coupe pas l'abre!||Don't cut the abre!|0|0|26 Jan 2024|30067543233221303||||1
E***m|MA|20|Pas reçu||Pas reçu|0|0|03 Feb 2024|30067951696234742||||1
P***g|PL|20|towar nie dotarł||The goods did not arrive|0|1|31 Oct 2023|30064785611047531||||1
K***r|KR|60|굿||Good|0|0|04 Nov 2023|50092496637225989||||1
g***A|US|20|o||o|0|0|19 Nov 2023|60075822237729166||||1
AliExpress Shopper|CA|100|As described w/ storage case.  Have yet to use it, but looks like it will do the job as intended.||As described w/ storage case.  Have yet to use it, but looks like it will do the job as intended.|0|0|28 Oct 2023|60074616745664166||||1
Р***ч|RU|100|Товар прибыл раньше срока. Упакован отлично, соответствует описанию. Продавец - молодец!||The goods arrived early. Packed perfectly, as described. The seller is great!|0|0|25 Jan 2024|50109471397767769||||1
J***o|SK|100|As described, but teeth only on every 3rd piece of the chain.||As described, but teeth only on every 3rd piece of the chain.|0|0|10 Dec 2023|30066140968792946||||1
V***o|UA|100|в роботі не пробував на вигляд класс||In robots without trying for a class|0|0|09 Feb 2024|30068523718773070||||1
D***h|UA|100|Классная пила. Очень доволен, в машину самое то.||Cool saw. Very satisfied, the car is the same.|0|0|30 Nov 2023|60076117704278964||||1
J***o|SK|100|As described.||As described.|0|0|23 Jan 2024|30067387682292946||||1
J***o|SK|100|As described.||As described.|0|0|02 Nov 2023|30064852339892946||||1
J***o|SK|100|As described.||As described.|0|0|02 Nov 2023|30064838458892946||||1
AliExpress Shopper|OM|100|ممتاز||Excellent|0|0|17 Jan 2024|50107459090356110||||1
M***e|LK|100|nice||nice|0|0|28 Nov 2023|60075974952626412||||1
J***o|SK|60|Teeth not on every piece like in the pictures, only on every 3rd piece.||Teeth not on every piece like in the pictures, only on every 3rd piece.|0|0|03 Dec 2023|30065697248192946||||1
M***e|LK|20|Item didn't receive||Item didn't receive|0|0|02 Nov 2023|60074890273726412||||1
m***a|ES|20|no llego||no llego|0|1|07 Nov 2023|30065189369603430||||1
K***r|KR|60|굿||Good|0|0|31 Oct 2023|50091811002725989||||1
C***s|MX|80|aún no la utilizo en situación real, pero la probé y me agrado. es muy compacta y creo que la utilizaré más que el 🪓||I don't use it yet in a real situation, but I tried it and I like it. It is very compact and I think I will use it more than the🪓|0|0|29 Dec 2023|60077963485625614||||1
K***a|ES|100|Muy buena||Very good|0|0|02 Dec 2023|30065449842700462||||1
AliExpress Shopper|FR|100|Conformes à mes attentes. Je recommande ce vendeur.||In line with my expectations. I recommend this seller.|0|0|23 Feb 2024|30068602697612382||||1
s***s|PL|20|przesyłka nie dotarła. nie polecam. oszuści||The parcel has not arrived. I do not recommend. Scammers|0|0|09 Nov 2023|30064847427991742||||1
a***n|UA|100|На вигляд непогана пилка, чохол зручний, легка!||On the Whiglyad of the unfaked file, the hoop of the hoop, light!|2|1|07 Nov 2023|30064962413989864||||1
S***m|SA|100|انه جيده للقطع تحتاج نشاط او شخصين المسننات ١١ الاحزمه قويه تتحمل السحب||It is good for cutting you need activity or two elderly people|0|1|15 Dec 2023|50100043154849283||||1
AliExpress Shopper|DE|100|funktioniert||Works|0|0|08 Mar 2024|30069575589906704||||1
s***m|KR|100||||0|0|04 Jan 2024|50104795801164513||||1
j***a|ES|80|"A falta de probarlo, me parece de una calidad decente. Tal y como se muestra en las especificaciones y en la fotografías

Llegó rápido y en perfecto estado."||"In the absence of trying it, it seems to me of A decent quality. As shown in the specifications and photos

Arrived fast and in perfect condition."|0|0|03 Jan 2024|30066363833101649||||1
O***v|UA|100||||0|0|17 Mar 2024|30070040838063711||||1
AliExpress Shopper|UA|60|Норм||Norms|1|0|25 Nov 2023|60075830112894991||||1
C***o|BR|100|ótimo||Ótimo|0|0|30 Jan 2024|60079012085250854||||1
N***r|NL|100|Looks good and useable.||Looks good and useable.|0|0|12 Nov 2023|30065097633007605||||1
R***g|PL|20|Chińska tandeta.||Chinese cheesy.|0|0|20 Jan 2024|30067268862276957||||1
L***i|UA|100|Все отлично. Спасибо. Рекомендую.||Everything is great. Thank you. I recommend it.|0|0|05 Jan 2024|60077944111590242||||1
AliExpress Shopper|FR|20|commande non||commande non|0|0|17 Nov 2023|30065480108265985||||1
G***o|DE|100|SUPER,GUT!!!||SUPER,GUT!!!|0|0|19 Nov 2023|30065279684554103||||1
J***e|KR|100|4일배송 완료. 체인 톱날이군요. 나무하나 베려면 힘 겁나게 써야겠군요. 에고고||4-day delivery completed. It's a chain saw blade. If you want to cut a tree, you have to use it hard. Ego|0|0|09 Nov 2023|50093490309593153||||1
M***z|PL|100|Super polecam||Super polecam|0|0|05 Apr 2024|30071361793357124||||1
H***O|BR|100|Parece muito bom!||Looks very good!|0|1|11 Nov 2023|60075078527464801||||1
D***Z|ES|100|Muy bien. El producto es perfecto||Very well. The product is perfect|0|0|16 Feb 2024|30068553241495326||||1
c***z|MX|80|Un poco más pequeña de lo que se ve, aun así cumple con lo anunciado, toca ver cuanto tiempo duran las cuchillas||A little smaller than you can see, even so it complies with what was announced, it is time to see how long the blades last|0|1|07 Jan 2024|60078370460729388||||1
a***r|KR|100|가성비 좋고 튼튼함||Cost-good and durable|0|0|11 Nov 2023|50093893428762913||||1
В***й|UA|100|Не товсті гілки ріже норм по суті для таких і призначений, справляється швидше, ніж ручна пила. Після роботи потребує чистки, бо деревина забивається в пази.||Do not make sure the rules for the day for such and the appeals, to cope with the quality, the hand saw. The robots require cleaning, for the village to get into the grooves.|2|1|25 Nov 2023|60075833318594771||||1
M***i|PL|80|Zasolony||Saltons|0|0|08 Feb 2024|30068212849929446||||1
S***-|RU|100|Everything is good.  thank you!||Everything is good.  thank you!|0|0|13 Nov 2023|50094326673379321||||1
J***o|CO|100|aparentemente se ve de buena calidad.||Apparently looks good quality.|0|0|13 Jan 2024|60078596083239735||||1
с***ч|RU|100|на вид крепкая, буду что то пилить.||It looks strong, I will saw something.|0|0|14 Mar 2024|50118173434514746||||1
К***р|UA|100|Все добре. Якість хороша. Рекомендую||All good. Yakiste is good. Recommend|1|1|08 Dec 2023|60076857483003298||||1
А***ч|RU|100|качество соответствует описанию||Quality as described|0|0|24 Feb 2024|50114644273521661||||1
L***T|FR|100|semble bien mais pas testée||Looks good but not tested|0|0|12 Dec 2023|30066010386963062||||1
И***а|RU|100|на вид нормально , а пилить не пробовала .||It looks normal, but I didn't try to saw.|0|1|05 Nov 2023|50093066168767940||||1
A***y|NZ|100|I used this item today and it worked perfectly. I removed a large branch of my plum tree and it was great. Many thanks for this chain saw replacement.||I used this item today and it worked perfectly. I removed a large branch of my plum tree and it was great. Many thanks for this chain saw replacement.|0|0|23 Nov 2023|60076004825724692||||1
AliExpress Shopper|CH|20|Nicht angekommen kein geld zurück 🖕||No money back not arrived🖕|0|0|28 Nov 2023|60076247223770354||||1
R***r|UA|100|Посилка прибула швидко. Товар якісний і повністю відповідає опису. Все ціле і працює гарно. Все відмінно, рекомендую продавця.||Shvidko was bulked up. The product is also a product. All tsyle and pratsyu Garno. Everything is good, I recommend the seller.|0|0|04 Apr 2024|30071295353859164||||1
D***a|UA|100|хорошее качество, сразу заказал ещё одну на подарок, продавца рекомендую!!!||Good quality, I immediately ordered another one for the gift, I recommend the seller!!!|2|2|27 Oct 2023|30064954121020706||||1
AliExpress Shopper|ES|80|No la he probado aun, pero los dientes están afilados. un poco corta quizá la cadena.||I haven't tried it yet, but the teeth are sharp. A little bit cuts maybe the chain.|0|0|23 Jan 2024|30067187444498148||||1
승***신|KR|100|사용전이지만 사이즈도 아담하고 좋은듯||Before use, but the size seems to be small and good|0|0|20 Nov 2023|50096052116521614||||1
F***r|FR|100|"super efficace mais ci vous avez un vieux bout de chaine de tronçonneuse et deux morceaux de cordes 
vous pouvez le fabriquer pour rien mais  ci non bien pas lourd ne prend pas de place"||"Super efficient but here you have an old piece of chassaw chain and two pieces of strings
You can make it for nothing but this not heavy well does not take up space"|0|0|16 Feb 2024|30068331085947783||||1
Y***i|FI|80|شكرا كما في المتجر||Thanks, like in the store.|0|0|23 Dec 2023|60077713902798917||||1
О***ч|UA|100|Дякую за товар. гарний надійний матеріал.  поки не випробувала. рекомендую. прийшов швидко в добре запакований||My daughter for the product. Garny nadiny material. Poki did not vibrate. I recommend it. Pryishov shvidko in the good of packing|0|0|09 Mar 2024|30069318250801556||||1
f***z|ES|100|perfecto la sierra de mano||Perfect hand saw|1|0|10 Nov 2023|30065298960695802||||1
AliExpress Shopper|KR|100|thank u.||thank u.|0|0|20 Jan 2024|50108049438954136||||1
P***T|FR|80|semble correct||semble correct|0|0|01 Nov 2023|30064615828038947||||1
k***r|KR|40|톱니가 별로 없어서 걸림||I don't have a lot of teeth.|0|0|03 Feb 2024|50110864646786862||||1
S***m|SA|80|حلو حجم صغير ويمشي الحال||Sweet small size and walk the case|0|0|10 Nov 2023|50094292831345797||||1
a***r|KR|80|좋은하루되세요||Have a nice day|0|0|20 Dec 2023|50101392286446242||||1
AliExpress Shopper|FR|100|une tronçonneuse à main.||A hand chassaw.|0|0|08 Nov 2023|30064976450710149||||1
r***y|NZ|100|surprisingly it works quickly and cuts through dry wood easily with a bit of effort 💪😉.||surprisingly it works quickly and cuts through dry wood easily with a bit of effort 💪😉.|0|4|05 Jan 2024|60078257611087768||||1
B***k|PL|100|super||super|0|0|25 Jan 2024|30067537116936727||||1
B***l|RO|20|non consegnato||Not delivered|0|0|27 Nov 2023|30065525578691428||||1
p***r|CL|100|muy bueno, ideal para camping, o en el hogar||Very good, ideal for camping, or at home|0|0|16 Nov 2023|60075648232438979||||1
C***T|FR|100|Ok semble bien pour le prix. Conforme à la description.||Ok looks good for the price. In accordance with the description.|0|0|11 Mar 2024|30069680429040650||||1
AliExpress Shopper|PL|80|ok,piłuje||OK, saws|0|0|07 Jan 2024|30066648074140178||||1
J***z|MX|100|es una excelente herramienta para uso casero para cortar ramas o troncos que te facilita el trabajo lo recomiendo ampliamente||Is an excellent tool for home use to cut branches or trunks that makes your work easier. I recommend it widely|0|0|28 Dec 2023|60077923097848490||||1
Y***k|KR|100|"아직 사용전.
산에갈때 비상용으로 준비."||"Still before use.
Ready for emergency use when going to the mountains."|0|0|13 Nov 2023|50094338672831663||||1
O***V|UA|100|Good prices! ¡Buenos precios!||Good prices! Good prices!|0|0|26 Nov 2023|30065513156665126||||1
x***t|FR|60|a tester.||a tester.|0|0|18 Jan 2024|30067468554049801||||1
AliExpress Shopper|LT|60|.||.|0|0|15 Nov 2023|60075308540036749||||1
E***O|MX|100|increíble, hace cortes rápidos, vivo en el campo y me funciona muy bien, una herramienta grandiosa para el campismo.||Incredible, he makes quick cuts, I live in the field and it works very well for me, a great tool for camping.|0|0|21 Nov 2023|60075628115742303||||1
a***r|NL|80|Werkt goed||Works well|0|0|26 Nov 2023|60075870544261307||||1
M***i|MA|100|top||top|0|0|07 Jan 2024|60078362064823658||||1
Т***ч|RU|100|За 185 рублей прикольная штука, компактная, легкая, можно брать с собой в поход или положить в машину. Выглядит качественно, на деле не испытывал.||For 185 rubles, a cool thing, compact, lightweight, you can take with you on a hike or put it in the car. Looks high quality, in fact did not experience.|0|1|27 Nov 2023|50097116949850899||||1
AliExpress Shopper|ES|20|.||.|0|0|12 Dec 2023|30066004701860498||||1
Ф***й|UA|80|Гостра.  На практиці ще не використовував .||Gostra. In practice without creating.|1|1|01 Nov 2023|60074807100011753||||1
J***n|FR|20|Jamais reçu||Never replened|0|0|27 Jan 2024|30067369064510503||||1
A***r|UA|100|works really well||works really well|1|1|03 Nov 2023|30064868717917576||||1
P***r|BE|60|Need to test product first to evaluate||Need to test product first to evaluate|0|0|08 Dec 2023|60076557390860047||||1
AliExpress Shopper|RO|20|Item not received||Item not received|0|0|12 Jan 2024|30066846836127897||||1
f***b|ES|80||||0|0|24 Apr 2024|30071850371938596||||1
r***i|BH|100|Received but not tested yet but its a-bit small in size||Received but not tested yet but its a-bit small in size|0|0|24 Mar 2024|50119970773478842||||1
j***n|FR|100|rapide conforme et sérieux parfait 👍||Fast compliant and serious perfect👍|0|0|02 Feb 2024|30067702214775247||||1
I***v|UA|100|пила супер||Super saw|0|0|24 Apr 2024|30071634695474592||||1
J***e|CO|100||||0|0|18 Apr 2024|60081237861567144||||1
g***r|ES|100|Гарна річ, спробую в роботі||Garna rich, I will try into robots|1|0|17 Nov 2023|30065053094974587||||1
AliExpress Shopper|ES|100|Se pasó del plazo de entrega un par de días,pero mereció la pena ,se ve resistente ,falta probarla,cuando la pruebe,ya os comentaré.||A couple of days passed the delivery period, but it was worth it, it looks resistant, it needs to be tested, when you taste it, I'll tell you.|0|0|31 Dec 2023|30066523510094476||||1
C***a|MX|100|se ve de buena calidad||Looks good quality|0|0|30 Jan 2024|60078996383368524||||1
g***r|BE|100|il ne manque plus qu a essayer.  peut être pratique dans certain cas||All that's missing is trying. Can be convenient in certain cases|0|0|13 Jan 2024|30066715087226501||||1
D***y|UA|100|"На вигляд міцно зроблено.
В роботі не перевіряв"||"On the Whiglyad it was crushed.
In robots without overplaying"|0|0|15 Mar 2024|30069923211767561||||1
C***o|CL|100|haven't tried yet||haven't tried yet|0|0|15 Feb 2024|60079393416007491||||1
S***s|UA|100||||1|0|17 Dec 2023|30065937449954242||||1
AliExpress Shopper|UA|100|работает, вмещается в карман, с виду и по делу материал добротный||Works, fits in your pocket, the material is solid in appearance and in the case|1|0|12 Nov 2023|60075397644893786||||1
T***i|PL|100|Super 👍||Super 👍|0|0|02 Mar 2024|30068972259463214||||1
C***T|FR|100|Pas encore essayé mais pourrait remplir sa fonction. Est pratique concernant la place occupée. La pochette est un plus pour ne pas abimer.||Not yet tried but could fulfill its function. Is convenient regarding the occupied place. The cover is a plus not to damage.|0|0|08 Feb 2024|30068193280764624||||1
a***r|DE|100|OK||OK|0|0|06 Dec 2023|60076755633135692||||1
J***o|SK|100|As described.||As described.|0|0|23 Jan 2024|30067197478392946||||1
K***n|NO|100|Fast delivery. Goods in perfect condition. Recomend the seller🤙🏼||Fast delivery. Goods in perfect condition. Recomend the seller🤙🏼|0|0|02 Nov 2023|30065062583777851||||1
AliExpress Shopper|IL|80|מסור חמוד מאד אבל לא הכי חזק||Very cute saw but not the most powerful|1|0|05 Dec 2023|60076690251498848||||1
О***ч|RU|100|на вид норм, ещё не тестировал||Looking normal, not tested yet|0|0|03 Feb 2024|50111698410810994||||1
AliExpress Shopper|BR|100|Produto de boa qualidade. Falta testar.||Good quality product. It remains to test.|0|0|20 Dec 2023|60077488797611720||||1
F***s|MX|80|Muy bien precio calidad||Very good price quality|0|0|02 Feb 2024|60079102029982923||||1
K***u|EE|100|good||good|0|0|09 Nov 2023|60075226462793707||||1
a***r|KR|100|잘사용하겠습니다||I'll use it well.|0|0|06 Nov 2023|50092849885439015||||1
M***r|MX|100||||0|0|22 Jan 2024|60078792618626182||||1
R***s|MX|100|quede muy satisfecho con mi compra||Be very satisfied with my purchase|0|0|02 Nov 2023|60074834006205211||||1
L***k|SK|100|Materiál je kvalitný. Popis je presný. V núdzi môže pomôcť napríklad pre odpílenie menšieho stromu, ktorý spadol na poľnú cestu a nedá sa obísť. Dá sa použiť na odrezanie vyschnutých konárov alebo spadnutých vetiev na založenie ohňa pri táborení. Rezanie hrubších konárov alebo pňov by bolo ťažké.||Materiál je kvalytný. Popis je presný. V núdzi môže pomôcť namríklad pre unstrenie menšieho stromu, ktorý spadol na poľnú cestu a nedá SA obísť. Dá SA použiť for the undoing of the vyschnutých konárov alebo padnutých vetiev in založena ohňa PRI táborení. Rezanie hrubších konárov alebo pňov by Bolo ťažké.|0|0|19 Feb 2024|30068709967243806||||1
H***d|UK|80|All ok||All ok|0|0|05 Dec 2023|60076392193301230||||1
Р***ч|RU|100|Всё отлично. Соответствует описанию. Продавец молодец!||It's all great. As described. The seller is great!|0|1|03 Jan 2024|50104625465967769||||1
4***r|SA|60|لم استخدمه ويبدو لي انه جيد أعجبني   شكليا لأعلم عن اداءه||I didn't use it, and it seemed good to me I liked it.|0|0|28 Feb 2024|50115234226357478||||1
AliExpress Shopper|CL|80|Se ve firme el producto, aun no lo pruebo||The product looks firm, I still don't taste it|0|0|22 Nov 2023|60075961818628084||||1
А***в|RU|100|выглядит очень хорошо, ветку спилил сантиметров 5, как заточка будет держаться пока не ясно||It looks very good, the branch is cut 5 centimeters, how the sharpening will be held is not clear|0|1|27 Nov 2023|50097103388542563||||1
M***e|DE|100|mit Aufbewahrungstasche, schaut stabil aus||With storage bag, looks stable|0|0|30 Jan 2024|30067743990167342||||1
D***R|FR|100|ok||ok|0|0|06 Dec 2023|30065826367567436||||1
A***y|UA|100|ОК! ++++||OK! ++++|0|0|03 Mar 2024|60079840413740855||||1
A***o|CO|100|10/10||10/10|0|0|16 Nov 2023|60075354136380826||||1
B***k|UA|100|Дуже легка пилка і міцна. Пилить на всі гроші!!! Рекомендую!||Duzhe light file and Mich. Saw on all the penny!!! Recommend!|0|0|02 Dec 2023|60076561412284011||||1
M***h|HU|100|good||good|0|0|15 Mar 2024|30069647498661764||||1
A***e|FR|100|Semble de bonne manufacture||Looks good manufacturing|0|0|17 Jan 2024|30067396138320320||||1
S***o|UA|100|Доставка быстрая. Товар описанию соответствует. Качество для такой цены хорошее. Пилит достаточно хорошо.||The delivery is fast. The product corresponds to the description. The quality for such a price is good. Sawing is good enough.|1|0|06 Nov 2023|30064757837606122||||1
AliExpress Shopper|UA|100|В роботі не перевіряв! Візуально все Ок! Довга доставка 46 днів.||In robots without overplaying! Everything is OK! Dovga delivery 46 days.|1|0|12 Jan 2024|30066705048006737||||1
k***u|PL|100|tnie bardzo dobrze, polecam||Cuts very well, I recommend|0|0|14 Mar 2024|30069838703170676||||1
AliExpress Shopper|BR|100|excelente||excelente|0|0|08 Dec 2023|60076904649980459||||1
А***-|RU|20|Продавец ЛЖЕЦ: на заглавном фото совсем другая пила - режущий элемент в каждом звене и направлены они в разные стороны, т.е. пиление происходит при каждом движении туда-сюда. Прислали пилу как на следующих фото - режущее звено только каждое третье и имеет только одно направление, поэтому пила пилит ОЧЕНЬ плохо!!! Будьте внимательнее при выборе товара, не покупайте у этого продавца ничего!||The seller is a liar: in the title photo there is a completely different saw-a cutting element in each link and they are directed in different directions, i.e. Sawing occurs with every movement back and forth. Sent a saw as in the following photo-the cutting link is only every third and has only one direction, so the saw is very bad!!! Please be more careful when choosing the product, do not buy anything from this seller!|0|0|12 Jan 2024|50106328752219690||||1
AliExpress Shopper|MK|100|An excellent product, I highly recommend this seller!||An excellent product, I highly recommend this seller!|0|0|02 Mar 2024|30069241177696443||||1
M***o|MX|100|Muy bueno buena calidad||Very good quality|0|0|18 Feb 2024|60079477665267182||||1
U***r|UA|100|Ok||Ok|0|0|31 Jan 2024|30067805117547865||||1
M***o|UA|100|Вроді якість норм||Due to the quality of norms|2|1|24 Nov 2023|30065420827830032||||1
К***ч|RU|100|товар соответствует заявленному||The product is in accordance with the declared|0|1|20 Nov 2023|50095701809337918||||1
A***v|ES|100|Muy buena compra, probado y aprobado.||Very good purchase, tested and approved.|0|0|22 Nov 2023|30065358045961265||||1
AliExpress Shopper|PL|100|Ok!||Ok!|0|0|15 Mar 2024|30069880359111664||||1
M***a|SK|100|Не пробовал в деле, но выглядит многообещающе.||Haven't tried it, but it looks promising.|0|0|15 Nov 2023|60075579605122613||||1
I***a|SK|100||||0|0|13 Jan 2024|30066740242408544||||1
a***i|SA|100|حسب المواصفات المذكورة||According to the specifications mentioned|0|0|11 Dec 2023|50099530655696185||||1
A***r|FR|100|"Merci beaucoup pour cet outil très pratique et utile. Il est solide et fonctionnel , ça ressemble à un morceau de chaîne de tronçonneuse donc tout en acier et je peux certifier que c'est très bien aiguisé et coupant ! Donc pas de problème, après l'avoir placé dans le bon sens pour tronçonner ça fonctionnera plutôt bien 👍 c'est clair 😉💞
Merci à nouveau pour cette bonne transaction"||"Thank you very much for this very convenient and useful tool. It is solid and functional, it looks like a piece of chainsaw chain so all steel and I can certify that it is very well acute and cutting! So no problem, after placing it in the right direction to cut it will work pretty well👍It's clear😉💞
Thank you again for this good transaction"|0|2|25 Nov 2023|30065453255791175||||1
Е***к|UA|100|виглядає надійно, надіюсь і працювати буде так же||Whiglyadak is good, I hope and pratsyuvati will be the same|0|0|06 Feb 2024|30068076846679591||||1
p***r|PL|100|Zgodne z opisem||As described|0|0|04 Mar 2024|30069058232701213||||1
h***o|CO|100||||0|0|11 Jan 2024|60078211790748972||||1
P***a|PL|20|Nie otrzymałem zamówienia!||I have not received the order!|0|0|05 Feb 2024|30068319743104557||||1
a***r|TR|100|Beğendim güzel ve kullanışlı TEŞEKKÜRLER ve Başarılar diliyorum||I like it nice and useful thanks and wish you success|0|0|09 Nov 2023|60075004512173377||||1
J***o|ES|80|Funciona||Works|0|0|09 Nov 2023|30065024808947511||||1
AliExpress Shopper|RO|100|as described||as described|0|0|12 Dec 2023|60077127850741918||||1
A***a|MX|20|no me llegó, me hicieron el reembolso.||It didn't reach me, they made me the refund.|0|0|28 Jan 2024|60078967054307482||||1
A***a|ES|100|Llegó un día antes,en perfecto estado,justo lo que pedí,buena calidad ,10 sobre 10/||Arrived a day earlier, in perfect condition, just what I asked for, good quality, 10 out of 10/|0|1|26 Nov 2023|30065292258932320||||1
J***y|ES|100|todo bien, todos los productos llegaron en buen estado y eran como en las fotos y descripciones||All good, all the products arrived in good condition and were like the photos and descriptions|0|0|01 Mar 2024|30069191946311897||||1
W***e|KR|100|줄톱이 튼튼해서 나무가 잘 잘림||The tree is cut because the rope saw is strong|0|0|15 Jan 2024|50107802047598088||||1
T***l|BR|100|como descrito,boa qualidade||As described, good quality|0|0|28 Nov 2023|60076260028034798||||1
s***o|IT|100|molto meglio di come mi aspettavo, sembra molto robusta, custodia adeguata, sarebbe stato il top con un passante per cintura apribile tipo molle||Much better than I expected, looks very robust, suitable case, would have been the top with a spring type opener belt loop|0|0|29 Dec 2023|30066442084840412||||1
Ф***ч|RU|100|отличная цепь! пилит хорошо)))||Great chain! Sawing good)))|0|1|26 Dec 2023|50103538024119504||||1
o***o|UA|100|класна річ, мені дуже подобається, рекомендую до купівлі в походи або на дачу!||CLASSA rich, I also want to be like it, I recommend going to the dacha before buying!|1|1|16 Dec 2023|30066096895908135||||1
s***s|UA|100|на вигляд виготовлено якісно! побував пиляти - пиляє,  трохи закусує. але то перша спроба. може на нормальному дереві буде краще! сама пилка компактна||On the viglyad it is important! Sawing Pilates, snacks. Ale then the Perche of the test. I'll be short on a normal tree! The file itself is compact|0|1|07 Feb 2024|30068440113377315||||1
L***n|DE|100|schöne säge     test steht noch aus macht aber nen vernünftigen eindruck top produkt schneller lieferung gerne wieder gerne||Nice saw test is still pending but you like to make a reasonable impression top product faster delivery again|0|0|23 Feb 2024|30069198172825340||||1
D***r|CA|100|I was sceptical but this actually works pretty good||I was sceptical but this actually works pretty good|0|0|06 Feb 2024|60078900588507906||||1
A***r|KR|100|좋아요||All right.|0|0|31 Oct 2023|50092529280945463||||1
A***y|UA|20|it's not my order||it's not my order|0|0|08 Mar 2024|30069567564164773||||1
P***l|US|100|conformes à la description merci||According to the description thank you|0|0|17 Nov 2023|60075662454673798||||1
T***t|GB|100|As described||As described|0|0|16 Dec 2023|30065887441049690||||1
M***r|SK|100|ok||ok|0|0|12 Mar 2024|30070070963028412||||1
A***y|QA|100|Good product and quality, I'm really happy with it thanks a lot||Good product and quality, I'm really happy with it thanks a lot|0|0|29 Feb 2024|50115833785085628||||1
K***k|PL|100|wygląda bardzo dobrze, solidnie. nie testowałem||Looks very good, solid. Not Tested|0|0|08 Nov 2023|30064805069430138||||1
d***m|KR|100|잘도착했습니다||Well arrived.|0|0|16 Feb 2024|50114063647926877||||1
d***r|CA|100|love it, thank you.||love it, thank you.|0|0|02 Feb 2024|60079083090473435||||1
AliExpress Shopper|BR|100|Corrente muito parecida com motoserra. vou testar.||Chain very similar to chainsaw. I'm gonna test.|0|1|17 Nov 2023|60075726242725076||||1
S***i|IT|80|lo devo ancora provare, su legno secco ha difficoltà, forse più adatto a legname fresco||I still have to try, on dry wood has difficulty, perhaps more suitable for fresh timber|0|0|13 Nov 2023|30065121238970102||||1
K***a|SK|100||||0|0|06 Dec 2023|60076758719281838||||1
AliExpress Shopper|IT|100|"sembra tagliente
da provare"||"Looks Sharp
To try"|0|0|28 Jan 2024|30067421093654198||||1
k***u|KR|100|나무 자를때 잘쓸것같아요.||I think I'll use it well when I cut a tree.|0|0|23 Dec 2023|50102873258501722||||1
V***s|LT|100|ok||ok|0|0|15 Nov 2023|60075633471932137||||1
М***|UA|100|Посмотрю позже как будет пилить. Не обратил внимание, что есть версия, где зуб на каждом звене, жаль, заказал бы лучше ту. Явно будет лучше. Спасибо продавцу, отправил товар, несмотря на то, что я заранее нажал на подтверждение получения товара.||I'll see how it will be sawed later. Did not pay attention to the fact that there is a version where a tooth is on each link, it's a pity, I would have ordered the one better. Clearly will be better. Thanks to the seller, I sent the goods, despite the fact that I have pressed in advance to confirm the receipt of the goods.|1|0|25 Dec 2023|30066376727237171||||1
AliExpress Shopper|BR|100|produto ótimo, parece ser bem resistente||Great product, looks good resistant|0|0|01 Nov 2023|60074816288021649||||1
К***ч|RU|100|Приехало всё целое, комплектное! Но по куар-коду прога не скачивалась! Скачивал вручную. Внимание!: для этого устройства качать надо именно Lotus Lantern с цветком лотоса, другие похожие по интерфейсу не видят это устройство! Устройство после отключения помнит последний режим! Всё чудесно, рекомендую к покупке!||All the whole arrived, complete! But the coupon code was not downloaded! Downloaded manually. Attention!: for this device you need to download a lotus lantern with a lotus flower, others similar in interface do not see this device! The device after disconnection remembers the last mode! It's wonderful, I recommend it!|9|0|09 Dec 2023|50099856072189776||||1
S***r|FR|100|parfait , outils de professionnels , solide . merci .||Perfect, professional tools, solid. Thank you. Thank you.|0|0|03 Apr 2024|30070561006724422||||1
A***i|SA|80|good quality||good quality|0|0|07 Mar 2024|50116918517689610||||1
m***i|US|100|Slow, but works, and easier to carry than a saw.||Slow, but works, and easier to carry than a saw.|0|0|10 Mar 2024|30069369023992119||||1
M***a|DZ|100|produit conforme à la description arrivé vite et en bon état je recommande le vendeur||Product as the description arrived quickly and in good condition I recommend the seller|0|0|16 Dec 2023|60077377423961655||||1
R***r|ES|100|me encanta ya e pedido 1 mas||I love it already and order 1 more|0|0|23 Dec 2023|30066561751638832||||1
AliExpress Shopper|UA|100|👍🏻||👍🏻|1|0|08 Nov 2023|60075192358222113||||1
P***o|HU|100|Practical and correct holster , the chains look not very sharp but have not tried yet.  The hand stripes looks nice and sturdy. THX||Practical and correct holster , the chains look not very sharp but have not tried yet.  The hand stripes looks nice and sturdy. THX|0|0|07 Mar 2024|30069481526933604||||1
