Brand,Item Name,Price,Size,Description,Extra Info,Colors,Image URL,No Of Seller Listings,No Of Sold Seller Listings,Seller Avg. Shipping Time,No of Seller Love Notes,Product Link
Lord & Taylor,"
            LORD & Taylor 100% linen shorts
          ","
              C$25
            ","
              US S
            ","
          Cream pull on shorts
2 pockets
elastic and drawstring waist
        ",C$12.49 Expedited (1-7 day) Shipping on all orders,"N/A, N/A, Cream, N/A, N/A, N/A",N/A,1782,1300+,1 day,100+,https://poshmark.ca/listing/LORD-Taylor-100-linen-shorts-669da19f8fa20712e722bc46
N/A,"
            Boys solid blue swim shorts
          ","
              C$10
            ","
              US 4T (Boy)
            ","
          Boys solid blue swim shorts
Side pocket (see photo)
Excellent like new condition
        ","Seller Discount: 10% off 3+ Bundle, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, N/A, Blue",N/A,475,200+,1 day,37,https://poshmark.ca/listing/Boys-solid-blue-swim-shorts-61083a3d275e555244384cb5
Youth Apparel,"
            Pepsi Graphic Vintage Tee Cartoon Loose Short Sleeve
          ","
              C$25
            ","
              US S
            ","
          Pepsi Graphic Tee Short Sleeve Shirt
Pepsi, lounge, loose, loose-fitting, comfy, lightweight, slouchy, shirt sleeve, graphic tee, stretch, scoop neck, slouchy, basic tee, lounge, vintage
90% cotton, 10% polyester 
Size small
Excellent condition
*Measurements are in the photo*

This classic comfortable Pepsi tee adds that extra comfort we're all looking for right now. Make sure you have a good ol' ice cold Pepsi while wearing this ... maybe during a sunny summer day!

🥰Bundle to save more🥰

Posh Ambassador II 😊
Top-Seller, over 1,000 items sold ✅
Fast Shipper, no more than a day for packing and shipping 🚙
Top-Rated Seller, 4.9 ⭐️

First time on Poshmark? Use POLISHPOSHER on signing up and receive $15.00 of Poshmark Credit toward your first purchase! 😍
        ",N/A,"N/A, N/A, N/A, Gray, Blue, N/A, N/A, N/A",N/A,1717,1400+,1 day,100+,https://poshmark.ca/listing/Pepsi-Graphic-Vintage-Tee-Cartoon-Loose-Short-Sleeve-66ba92142839bcf2359b5c8c
Juicy Couture,"
            5 for 30$ JUICY COUTURE KIDS  girls size 10 long Tshirt
          ","
              C$14
            ","
              US 10 (Girl)
            ","
          JUICY COUTURE girls size 10 long Tshirt

Box A
        ",C$12.49 Expedited (1-7 day) Shipping on all orders,"N/A, N/A, N/A",N/A,765,500+,1 day,47,https://poshmark.ca/listing/5-for-30-JUICY-COUTURE-KIDS-girls-size-10-long-Tshirt-66e4a95874cb47731a89df50
Lemlem,"
            lemlem X H&M Short Pink Linen Dress NWT
          ","
              C$180
            ","
              US XL
            ","
          Beautiful dress
        ",C$12.49 Expedited (1-7 day) Shipping on all orders,"N/A, N/A, Pink, Cream",N/A,7124,6500+,2 days,100+,https://poshmark.ca/listing/lemlem-X-HM-Short-Pink-Linen-Dress-NWT-66cfa4b0693ff7471449a4dc
O'Neill,"
            O’Neill men’s board shorts
          ","
              C$30
            ","
              30”
            ","
          O’Neill men’s board shorts

Grey and white
One back Velcro pocket 
No tears
No pilling
Logo intact 

Bundle & save even more. Loads of clothes, books, games & puzzles in my closet. 🧩📚🎲

🔝rated seller
💌 Quick shipper
🌟 Posh Ambassador 
😀 Service with a smile
        ",C$12.49 Expedited (1-7 day) Shipping on all orders,"N/A, N/A, N/A, Gray, White",N/A,8309,5000+,1 day,100+,https://poshmark.ca/listing/ONeill-mens-board-shorts-65d9453a4bf9ffa207f7365c
George,"
            Denim shorts with folded bottom
          ","
              C$10
            ","
              US 7 (Girl)
            ","
          Cute and stylish girls denim shorts with folded bottom detail.  
Adjustable waist band, zipper fly, two pockets in front and two pockets in back. 

71% cotton
28% polyester 
1% spandex 

Measurements 12” length/ 12” waist 

From no smoking/no pet household
        ","Seller Discount: 15% off 3+ Bundle, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, N/A, Blue, N/A, N/A",N/A,44,5,1 day,--,https://poshmark.ca/listing/Denim-shorts-with-folded-bottom-66e5f758c4b73a5cbaaa9e6f
adidas,"
            Adidas Cumacool T-shirt Sz S
          ","
              C$16
            ","
              US S
            ","
          In like new condition.  Breathable nylon material.  B03
        ","Seller Discount: 15% off 3+ Bundle, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, N/A, Pink, White",N/A,505,100+,1 day,11,https://poshmark.ca/listing/Adidas-Cumacool-Tshirt-Sz-S-66a5071ce8638022d4e45c2d
Fanatics,"
            NWT Toronto Maple Leafs Tshirt
          ","
              C$27
            ","
              US L (Boy)
            ","
          Fanatics brand
Size Youth L
Blue colour
Has tags
        ","Price Dropped: 10%, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, N/A, Blue",N/A,1379,300+,1 day,42,https://poshmark.ca/listing/NWT-Toronto-Maple-Leafs-Tshirt-6676306e47c1303f54ce5bad
725 Original,"
            Original  725 T-Shirt
          ","
              C$15
            ","
              US 3X
            ","
          📦 All orders ship next business day! 📦

✨Y2K ✨
725 Original Casual T-Shirt

Condition:
Used

Colour:
Grey

Size:
3x


725 Original casual short sleeve t-shirt with buttons and cute little pockets. Can be used as a cardi.
        ",C$12.49 Expedited (1-7 day) Shipping on all orders,"N/A, N/A, N/A, Gray, N/A, N/A",N/A,107,5+,2 days,1,https://poshmark.ca/listing/Original-725-TShirt-66e81fcb9e4f7444fc7a9de5
Old Navy,"
            BOYS graphic‎ t-shirt
          ","
              C$7
            ","
              US XL (Boy)
            ","
          Never meet the dryer.
Armpit to armpit: 18 in
Lenght: 24 in

Bundle and save on kids clothings!

Smoke free home.

Do you 🖤 it???
        ","Seller Discount: 10% off 2+ Bundle, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, N/A, Yellow, Blue",N/A,1506,600+,1 day,100+,https://poshmark.ca/listing/BOYS-graphic-tshirt-66d2f7fd4fbbfdcb23c388a3
American Eagle Outfitters,"
            - 👖 American Eagle Outfitters High Waist Denim Shorts - Woman’s Size 0  👖
          ","
              C$31
            ","
              US 0
            ","
          👖 American Eagle Outfitters Denim Shorts - Next Level Style! 👖

Elevate your summer wardrobe with these American Eagle Outfitters denim shorts in a beautiful blue hue. These high-rise shorties in size zero are designed to give you the next level of stretch and style.

🌟 Next Level Stretch & Comfort 🌟
These shorts feature next-level stretch that provides both comfort and a flattering fit, making them perfect for all your warm-weather adventures.

👩 Women’s Size Zero - Perfect Fit 👩
Designed for women in size zero, these shorts offer a high-rise style that’s on-trend and versatile.

👀 Preloved, Some Signs of Wear (See Photo) 👀
Please note that these shorts are preloved and may show some signs of wear, including small stains on the back of the shorts (as shown in the photo). Despite this, they still have plenty of life and style to offer.

💰 Make Me an Offer or Bundle to Save 💰
Feel free to make an offer or bundle these American Eagle Outfitters denim shorts with other items from my closet to save on your purchase.

🌞 Upgrade Your Summer Wardrobe Today! 🌞

Don’t miss out on the opportunity to add these stylish high-rise shorties to your summer collection. They’re perfect for creating chic and comfortable looks, even with their preloved charm. 🛍️🌼👖
        ","Seller Discount: 15% off 3+ Bundle, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, N/A, Blue, N/A, N/A, N/A",N/A,498,100+,1 day,14,https://poshmark.ca/listing/American-Eagle-Outfitters-High-Waist-Denim-Shorts-Womans-Size-0-669bb658f8ede79b318776a8
G by Guess,"
            2 for 1 GBG denim shorts
          ","
              C$12
            ","
              US 26
            ","
          Denim shorts from G BY GUESS.

Colour: mustard yellow
           : Dark denim blue

Low rise.

Lightly used.

Size: 26

📦 Ships within 48 hrs 📦
🤑 bundle with other items from my closet and save!🤑
        ","Seller Discount: 15% off 2+ Bundle, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, N/A, Yellow, Blue",N/A,447,100+,1 day,24,https://poshmark.ca/listing/2-for-1-GBG-denim-shorts-66bf314404b36d5d9b1b0f81
DC Comics,"
            Dc comics. 2 men’s shirts.. EUC!
          ","
              C$19
            ","
              US XL
            ","
          Jack of all trades shirts
Green lantern and Batman and robin. 
Excellent condition
        ","Seller Discount: 30% off 2+ Bundle, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, N/A, Green, Black",N/A,3982,3000+,2 days,100+,https://poshmark.ca/listing/Dc-comics-2-mens-shirts-EUC-6666da5ac24a6d71ae74593c
U.S. Polo Assn.,"
            3 for $30‎ US Polo Association. Pink tank and marching sleep shorts.
          ","
              C$9
            ","
              US S
            ","
          pink tank and matching sleep shorts size small. Nice used condition. 
Great deals on multi item bundles. 
We always package with care and ship the same or next day.
        ",C$12.49 Expedited (1-7 day) Shipping on all orders,"N/A, N/A, N/A, Pink",N/A,887,300+,1 day,51,https://poshmark.ca/listing/3-for-30-US-Polo-Association-Pink-tank-and-marching-sleep-shorts-65482b0d0274271ff8a5dda3
N/A,"
            NWOT Joker Why So Serious T Shirt Mens 2XL Heath Ledger Batman Dark Knight XXL
          ","
              C$60
            ","
              US XXL
            ","
          Dark Knight Why So Serious T-Shirt
Tag Size: Men's 2XL
Condition: New without tags
Color: Black
Material: Cotton
Measurements: See photos for measurements
        ","Seller Discount: 20% off 3+ Bundle, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, N/A, Black",N/A,5177,2700+,1 day,100+,https://poshmark.ca/listing/NWOT-Joker-Why-So-Serious-T-Shirt-Mens-2XL-Heath-Ledger-Batman-Dark-Knight-XXL-660418756da06e4be1d8e1dd
N/A,"
            ANRABESS BNWOT Women's Summer Short Sleeve Striped Jumpsuit/ Romper- Size Large
          ","
              C$30
            ","
              US L
            ","
          ANRABESS BNWOT Women's Summer Short Sleeve Striped Jumpsuit/ Romper- Size Large


-Measurements in photos
-Brand new without tags, excellent condition 
-35% Cotton, 60% Polyester and 5% Spandex
-Has side slit pockets and adjustable elastic waistband 



Smoke free home 🏠
Check out my other listings, no offer is too low
Bundle & Save $$$!! 

Use code ALANNAR389 for $15 off your first order!
        ","Seller Discount: 10% off 3+ Bundle, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, N/A, Blue, White, N/A, N/A, N/A",N/A,1009,600+,1 day,63,https://poshmark.ca/listing/ANRABESS-BNWOT-Womens-Summer-Short-Sleeve-Striped-Jumpsuit-Romper-Size-Large-66e65a21bc6e1c2a743924cf
Talbots,"
            Vintage  Talbots high waisted short navy blue
          ","
              C$24
            ","
              US 10
            ","
          Classic high waisted vintage short. Cotton. Navy blue.  Has minor stains not really noticeable 

Size 10
Waist about “29
Rise about “7
        ","Seller Discount: 10% off 2+ Bundle, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, Blue",N/A,7466,6300+,2 days,100+,https://poshmark.ca/listing/Vintage-Talbots-high-waisted-short-navy-blue-66e492b4013d2a9a7b1ae5f5
Umbro,"
            Umbro Colourblock T-Shirt
          ","
              C$25
            ","
              US S
            ","
          Great condition

Tag says size large, but fits like a small

Pink, blue, and green colourblock 

100% cotton
        ",C$12.49 Expedited (1-7 day) Shipping on all orders,"N/A, N/A, N/A, Pink, Green, N/A, N/A",N/A,382,100+,1 day,17,https://poshmark.ca/listing/Umbro-Colourblock-TShirt-658b57a781078ac1b4afb262
Callaway,"
            Callaway  Opti Dri Skort Blue geometric USM tennis golf running print breathable
          ","
              C$25
            ","
              US M
            ","
          Like new condition, versatile for sports or streetwear.
        ","Seller Discount: 20% off 3+ Bundle, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, N/A, Blue, White, N/A, N/A, N/A",N/A,464,100+,2 days,12,https://poshmark.ca/listing/Callaway-Opti-Dri-Skort-Blue-geometric-USM-tennis-golf-running-print-breathable-66e74ef9ac1b0410b2f073b8
Levi's,"
            LEVIS 501 Jean Denim Cut Off Shorts SIZE 31 Button Fly Distressed Womens…
          ","
              C$50
            ","
              US 31
            ","
          Levis 501 button fly jean shorts!
Size 31 - with factory distressing.
Excellent used condition.
100% Cotton.

Waist = 17 Inches
Rise = 11 Inches
Inseam = 2 Inches
Leg Opening = 11.5 Inches

★ Five Star Posh Ambassador! Fast shipping! 
★ Please double check the measurements and ask any questions below.
        ",C$12.49 Expedited (1-7 day) Shipping on all orders,"N/A, N/A, N/A, N/A, N/A, N/A",N/A,437,200+,1 day,34,https://poshmark.ca/listing/LEVIS-501-Jean-Denim-Cut-Off-Shorts-SIZE-31-Button-Fly-Distressed-Womens-66d4114e14d7a67e3fc1e7d6
lululemon athletica,"
            Lululemon  - Swiftly Tech Short Sleeve Crew US10
          ","
              C$40
            ","
              US 10
            ","
          EUC
US10
(?) Lilac Quartz / Lilac Quartz

We designed this anti-stink short sleeve to be your feather-light layer for sweaty runs and training sessions. The body is made without side seams to keep chafe in check, and the fabric is lightweight so you can move freely. There's extra ventilation in high-sweat zones help you let off steam. Silverescent® technology uses silver fibres to inhibit the growth of odour-causing bacteria on this short sleeve. You'll be reaching for it again and again.
seamless construction
No side seams—seamless construction in the body minimizes chafing.
lightweight
no side seams
four-way stretch
silverescent® technology
Silverescent® technology, powered by X-STATIC®, inhibits the growth of odour-causing bacteria on this garment
anti-stink
features
Designed for: Run
No chafe: Seamless construction in the body minimizes chafing
Fit : Body Skimming, hip length
Silverescent® technology: Powered by X-STATIC®, it inhibits the growth of odour-causing bacteria on the garment

No Poshmark account?    
Use the code  westcoastcloth  When you sign up to get $15 off your first Poshmark order.   
Code must be entered while signing up otherwise it won’t work.    
Happy poshing!
        ",C$12.49 Expedited (1-7 day) Shipping on all orders,"N/A, N/A, N/A, Pink, Purple",https://di2ponv0v5otw.cloudfront.net/posts/2024/09/11/66e14e6e64f5a22b309a4b83/s_66e14e78dc8a4ec230f1b9d0.jpg,932,200+,1 day,29,https://poshmark.ca/listing/Lululemon-Swiftly-Tech-Short-Sleeve-Crew-US10-66e14e6e64f5a22b309a4b83
Running Room,"
            Running Room Pink Active Running Jogging Reflective T-shirt Top Size XL bin 2Q
          ","
              C$15
            ","
              US XL
            ","
          Excellent condition!

Brand: Running Room

Size XL

Measures approx 22“ from pit to pit and 27“ from shoulder to hem
        ",C$12.49 Expedited (1-7 day) Shipping on all orders,"N/A, N/A, N/A, Pink, N/A, N/A",https://di2ponv0v5otw.cloudfront.net/posts/2024/08/05/66b0794c280cc6ea2670b350/s_66b07970142ad44e211b8101.jpg,1710,600+,2 days,71,https://poshmark.ca/listing/Running-Room-Pink-Active-Running-Jogging-Reflective-Tshirt-Top-Size-XL-bin-2Q-66b0794c280cc6ea2670b350
Luna,"
            🪅 LUNA Women Short Tiered Blue Brown Leopard Dress Small Long sleeve
          ","
              C$15
            ","
              US S
            ","
          LUNA Women Short Tiered Blue Brown Leopard Dress Small Long sleeve great for fall and winter

Design details:
Long Sleeve with button at the wrist
Thick elastic at the waist


Condition: Never worn and looks New

Approximate Measurements:
Pit to pit: 17.5 inches
Shoulder to hem: 34.5 inches

Materials: See photos
        ","Seller Discount: 15% off 2+ Bundle, Price Dropped: 40%, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, N/A, Blue, Brown, N/A, N/A, N/A",https://di2ponv0v5otw.cloudfront.net/posts/2024/09/10/66e057c6c9af8cad9c03eea3/s_66e05826775caf3c5e0e2e92.jpg,188,100+,1 day,16,https://poshmark.ca/listing/LUNA-Women-Short-Tiered-Blue-Brown-Leopard-Dress-Small-Long-sleeve-66e057c6c9af8cad9c03eea3
Bench,"
            NWOT | Set of  2 | Bench Solid Cotton V-neck T-shirts Black Size Medium Men's
          ","
              C$26
            ","
              US M
            ","
          Set of 2 men's Bench V-neck tees 
New without tags, never worn.
Set includes 2 black short sleeved T-shirts
V-neck 
Short sleeved
Classic fit
95% cotton, 5% spandex 

Size: medium
Colours: black

✅️ Bundle and save on 2+ items.
✅️ Smoke-free, pet free home.
✅️ Fast Shipping
✅️ Offers welcome

P2B
        ",C$12.49 Expedited (1-7 day) Shipping on all orders,"N/A, N/A, N/A, Black, N/A, N/A, N/A",https://di2ponv0v5otw.cloudfront.net/posts/2024/09/12/66e3932bdb3a6f0d8650966e/s_66e3932fb9db3afc00998ff5.jpeg,1203,500+,1 day,53,https://poshmark.ca/listing/NWOT-Set-of-2-Bench-Solid-Cotton-Vneck-Tshirts-Black-Size-Medium-Mens-66e3932bdb3a6f0d8650966e
lululemon athletica,"
            🆕 Lululemon 2021 Hotty Hot Low-Rise Short 4"" *Lined In White
          ","
              C$58
            ","
              US 12
            ","
          Features:
NWT Lululemon 2021 Womens Hotty Hot Low-Rise Short
Size US 12
Color: White
Discreet zippered pocket
2-way stretch
Lightweight
Sweat-wicking
Secret stash pocket
Built-in liner
Continuous drawcord
Reflective detail
Mesh fabric panel
Low rise, 4"" length

Style No: W7ATJT
Retail Price: $.68.00 USD + taxes
Material: Swift

*Smoke/pet free home* 🏡

These stunning activewear shorts are brand new with tags (NWT)~Only worn a few times.

Please check out the pictures for more details and measurements :)





Style Tags:
Activewear, Workout, Athleisure, Sportswear, Athletic Wear, White, Minimalist, Basic, Classic, Neutral, Quiet Luxury, Wardrobe Staple, Biker Shorts, Spring, Summer, Fall, Winter, Outdoor, Beach, Travel, Vacation, Holiday, Festival, Casual Wear, Preppy, College, University, Gym, Run, Yoga, Trails, Mini Golfing, Training, Biking, Performance, Gymnastics, Lululemon Collector.
        ","Seller Discount: 15% off 2+ Bundle, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, N/A, White, N/A, N/A, N/A",https://di2ponv0v5otw.cloudfront.net/posts/2024/09/08/66de6a24e9489854f1b3a2b7/s_66de6a57693ff773338257ca.jpeg,523,500+,1 day,100+,https://poshmark.ca/listing/Lululemon-2021-Hotty-Hot-LowRise-Short-4-Lined-In-White-66de6a24e9489854f1b3a2b7
luna,"
            Luna Short Sleeve Tee with V Neck and Floral Embroidery
          ","
              C$17
            ","
              US L
            ","
          * Gently used but in wonderful condition!

* I strive to offer like-new previously loved items. Unless otherwise mentioned, the listings in my closet will be in superb condition! In my closet I currently sell women's tops, dresses, skirts, jeans, jewelry, sweaters, and more!

* PS. Don’t hesitate to send an offer or ask about sales I may have!

*New to Posh? Recieve $15 off your first order when you register with my code BUBBLEOVER
        ",C$12.49 Expedited (1-7 day) Shipping on all orders,"N/A, N/A, N/A, Gray",https://di2ponv0v5otw.cloudfront.net/posts/2024/08/14/66bd23fe5801231b31f255c0/s_66bd240b5801237dfbf25627.jpg,2564,1600+,2 days,100+,https://poshmark.ca/listing/Luna-Short-Sleeve-Tee-with-V-Neck-and-Floral-Embroidery-66bd23fe5801231b31f255c0
Guess,"
            Guess Midi Denim Shorts
          ","
              C$60
            ","
              US 24
            ","
          NWT Guess Denim Shorts.

1981 Midi Shorts.

size: 24
Length: 12 inches

📦Ships within 48 hours📦
🤑Bundle with other items from my closet and save🤑
        ","Seller Discount: 15% off 2+ Bundle, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, N/A, Blue, N/A, N/A, N/A",https://di2ponv0v5otw.cloudfront.net/posts/2024/08/23/66c8511e6cb77785b0448b7d/s_66c8511f15ad54bde9df6678.jpg,447,100+,1 day,24,https://poshmark.ca/listing/Guess-Midi-Denim-Shorts-66c8511e6cb77785b0448b7d
G-Star,"
            G-STAR RAW T-shirt
          ","
              C$37
            ","
              US S
            ","
          This organic cotton tee is designed in a loose fit, offering a graphic print at the chest.

LOOSE FIT
Round neck, ribbed
Short sleeves
Straight hem
Graphic print at the chest
G-Star RAW graphic print at the chest
A heavier weight jersey, made from organic cotton yarns.

Jersey knit
100% Organic cotton
Organic cotton fibers are free of toxic pesticides and chemical fertilizers. Growing organic cotton improves the soil quality, prevents water contamination and conserves biodiversity, while saving up to 60% water.
RAW Sustainable. RAW Sustainable garments are made of materials that are sustainable and contribute towards minimizing the environmental impact of the G-Star RAW collection.
        ",C$12.49 Expedited (1-7 day) Shipping on all orders,"N/A, N/A, N/A, Black",https://di2ponv0v5otw.cloudfront.net/posts/2024/01/23/65af932d9b37c7d803cbc303/s_65af932e7f29dd36b6bb86e4.jpeg,2406,1700+,1 day,100+,https://poshmark.ca/listing/GSTAR-RAW-Tshirt-65af932d9b37c7d803cbc303
Vintage,"
            Vintage The Pretenders T Shirt 1987 Tour
          ","
              C$49
            ","
              US L
            ","
          Tagged L, Fits S

Measurements; 18 x 26 Inch 

Used, shows signs of wear as seen on last photo
        ","Seller Discount: 10% off 3+ Bundle, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, N/A, White",N/A,2180,1700+,2 days,100+,https://poshmark.ca/listing/Vintage-The-Pretenders-T-Shirt-1987-Tour-66e716339ceaf75f63daedef
N/A,"
            Black  Shorts /skort
          ","
              C$20
            ","
              US 26
            ","
          Stylish black shorts or skort, whatever you would like to call.
mid waist
size- waist-26 inches 
        hips- 34 inches
       length 14 inches
        ","Seller Discount: 15% off 2+ Bundle, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, N/A, Black, N/A, N/A, N/A",N/A,44,5+,1 day,--,https://poshmark.ca/listing/Black-Shorts-skort-66d03fa74f80f9f810b3b264
32 Degrees,"
            Girls Sz 7:  4 Pce Shirt and shorts 32° Degrees Cool
          ","
              C$26
            ","
              US 7 (Girl)
            ","
          For sale is a four-piece 32° cool youth shirt and short set.  It comes with two T-shirts and two pairs of shorts. The shorts have drawstrings and two front pockets. the t-shirts are made of light breathable material and are short sleeve.  size 7
        ","Seller Discount: 10% off 2+ Bundle, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, Blue, Purple",N/A,1188,200+,1 day,23,https://poshmark.ca/listing/Girls-Sz-7-4-Pce-Shirt-and-shorts-32-Degrees-Cool-66830605f88471eb5fd9e8e7
GAP,"
            Girls Clothing lot of 12 Pieces Sizes 7/8 Sizes 7-8 Mixed Lot Pants, Shorts +
          ","
              C$14
            ","
              7-8 7/8
            ","
          Sold as 1 lot

Most are worn a few times

Bundle and save as it all must go

We are a pet free smoke free home  
Materials in Pics   
We reuse all shipping materials and boxes whenever possible  
Bundle and Save  
Questions? Leave a comment below!

Will entertain all reasonable offers
        ","Seller Discount: 10% off 2+ Bundle, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, N/A, Black, Red, N/A, N/A, N/A",N/A,140,10+,1 day,1,https://poshmark.ca/listing/Girls-Clothing-lot-of-12-Pieces-Sizes-78-Sizes-78-Mixed-Lot-Pants-Shorts-66e755ee694d72923ebbd7ec
Anthropologie,"
            Anthropologie Safari Short Sleeve T Shirt
          ","
              C$20
            ","
              US XS
            ","
          Animal print. Cap sleeves. Excellent condition.
        ","Seller Discount: 25% off 3+ Bundle, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, N/A, White, Brown, N/A, N/A, N/A",N/A,93,10+,1 day,2,https://poshmark.ca/listing/Anthropologie-Safari-Short-Sleeve-T-Shirt-66ddfa7afe7e2c61997490a1
N/A,"
            Rag & Bone - Men’s t-shirt
          ","
              C$70
            ","
              US L
            ","
          Size: large
        ","Seller Discount: 15% off 3+ Bundle, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, N/A",N/A,28,4,1 day,--,https://poshmark.ca/listing/Rag-Bone-Mens-tshirt-6657395e2d829a1c03ce591b
Wilfred,"
            Wilfred Free Esther Tee in Burgundy Wine Short Sleeve Casual Tee Shirt Aritzia
          ","
              C$28
            ","
              US L
            ","
          Elevate your wardrobe with the Wilfred Free Esther Tee in Burgundy Wine.

This relaxed fit T-shirt features a curved hem and is made from a soft, comfortable fabric.

Perfect for any occasion, this tee is both stylish and versatile.

Great preloved condition
Size large

- Relaxed fit t-shirt
- Curved hemline
- Soft and comfortable fabric
- Versatile for any occasion

Offers welcome!
New to Poshmark? Use code LOVETHISFOR_YOU when you sign up to get a $15 credit
        ","Seller Discount: 20% off 3+ Bundle, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, N/A, Red, Purple, N/A, N/A, N/A",N/A,1932,1600+,1 day,100+,https://poshmark.ca/listing/Wilfred-Free-Esther-Tee-in-Burgundy-Wine-Short-Sleeve-Casual-Tee-Shirt-Aritzia-66b56821d90959e00119db73
lululemon athletica,"
            Lululemon tee shirt
          ","
              C$20
            ","
              US 6
            ","
          used condition but still lots of life left
lululemon 
size 6
        ",C$12.49 Expedited (1-7 day) Shipping on all orders,"N/A, N/A, N/A, Blue",N/A,352,100+,4 days,15,https://poshmark.ca/listing/Lululemon-tee-shirt-66df8d841df63610711d0409
Ace clothing,"
            Rapper Ace custom design and logo tee size large 100% cotton relaxed fit trendy
          ","
              C$50
            ","
              US L
            ","
          My son is a local to London Ontario, upcoming Rap Artist.  This tee shirt is his name “Ace of Spades” or “Ace” I have this Large Red top in stock, but you can order any colour or size (would take about 2 weeks from time of order, plus ship time to you. Support a young rapper and his dream 💞

Shirt is brand new, but does not have tags
        ","Price Dropped: 17%, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, N/A, Red, N/A, N/A, N/A",N/A,92,5,1 day,1,https://poshmark.ca/listing/Rapper-Ace-custom-design-and-logo-tee-size-large-100-cotton-relaxed-fit-trendy-66de1bd6cf86b1abe7297476
Style & Co.,"
            Style & Co Women's Size Small Split-Neck Short Sleeve Floral Print Top NWT
          ","
              C$27
            ","
              US S
            ","
          A pretty print enhances this flirty top from Style & Co. Flutter sleeves add an airy finishing touch.
New with tags
Relaxed fit; approx. 25-1/2"" long
Due to generous sizing, we suggest sizing down for the perfect fit
Split neckline
Short flutter sleeves
Polyester

Size Small
Pit to pit (front): 19“
Length (from top of shoulder to front hem): 23”
Sleeves (from shoulder seam to end of sleeve): 5“
        ",C$12.49 Expedited (1-7 day) Shipping on all orders,"N/A, N/A, N/A, Pink, White, N/A, N/A, N/A",N/A,1069,200+,1 day,33,https://poshmark.ca/listing/Style-Co-Womens-Size-Small-SplitNeck-Short-Sleeve-Floral-Print-Top-NWT-66cee1b39e4f74e5c93d2a8d
Nike,"
            Nike Fit Dry Running /  Workout Shortsleeve Top
          ","
              C$20
            ","
              US S
            ","
          Nike Fit Dry Running / Workout Shortsleeve Top - Fair condition
        ","Seller Discount: 20% off 3+ Bundle, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, N/A, Blue, Gray",N/A,844,300+,1 day,34,https://poshmark.ca/listing/Nike-Fit-Dry-Running-Workout-Shortsleeve-Top-66e77fc7f4d1798032559480
Bluenotes,"
            Blue notes black high waisted jean  shorts woman’s size SM
          ","
              C$12
            ","
              US S
            ","
          Blue notes black jean shorts
Womans size small

High waisted 
Preloved,may show signs of wear 
Still in good condition 

Make me an offer or Bundle to save!
        ","Seller Discount: 15% off 3+ Bundle, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, N/A, Black, N/A, N/A, N/A",N/A,498,100+,1 day,14,https://poshmark.ca/listing/Blue-notes-black-high-waisted-jean-shorts-womans-size-SM-66ae65cb0841b9ea7477c999
the Rolling Stones,"
            Rolling Stones Bravado 1972 North America Tour Short Sleeve Unisex Brown Tie Dye
          ","
              C$15
            ","
              US S
            ","
          Size tag has been cut. Guessing mens small or women’s medium. Refer to measurements below. Under license to Bravado Merchandising. This shirt was probably bought online from the Bravado website. 

10/10. No flaws. Appears to have never been worn. Fabric is still stiff. Your time has come… to break it in!

✏️ MEASUREMENTS ✏️
Pit to pit: 21 inches
Top to bottom: 25.5 inches

Measurements taken laying flat. Please compare measurements to a favorite fitting garment to ensure you are happy with your purchase. 

Questions? Require any additional measurements or photos? Drop a line below. Thanks for stopping by!
        ","Seller Discount: 10% off 2+ Bundle, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, N/A, Brown, Cream, N/A, N/A, N/A",N/A,748,200+,1 day,25,https://poshmark.ca/listing/Rolling-Stones-Bravado-1972-North-America-Tour-Short-Sleeve-Unisex-Brown-Tie-Dye-653e60915d686bcf8873062a
