Brand,Item Name,Price,Size,Description,Extra Info,Colors,Image URL,No Of Seller Listings,No Of Sold Seller Listings,Seller Avg. Shipping Time,No of Seller Love Notes,Product Link
MIOU MUSE,"
            MIOU MUSE NWT  white mini dress, gauze cotton dress with smocked waistline,flare
          ","
              C$32
            ","
              US L
            ","
          Gorgeous white summer cotton  dress. Flattering waistline 
Very short 
Lined skirt part 
Snap at v neck 
 Measurements taken laid flat 
Shoulder to shoulder seams 15”
PTP 18”
Waist 13” but can stretch to 17” 
Length 31”
Bottom width 34”

Fun summer dress 
Smoke free pet free home 

Style tags 
Féminine 
Summertime 
Cruise 
Resort 
Beach 
Coastal 
Cover up 
Dress 
Flirty
Coquette 
Coastal cowgirl 
Girlcore

Excellent new condition with tags still on!
        ","Seller Discount: 20% off 3+ Bundle, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, N/A, White, N/A, N/A, N/A",https://di2ponv0v5otw.cloudfront.net/posts/2024/08/26/66cca7a2ac1f7693ec112726/s_66cca7a3198524af9a6108ff.jpeg,1655,500+,1 day,98,https://poshmark.ca/listing/MIOU-MUSE-NWT-white-mini-dress-gauze-cotton-dress-with-smocked-waistlineflare-66cca7a2ac1f7693ec112726
N/A,"
            5/$25 Style 3184 Woman 1980 Dress sew pattern size 14-20
          ","
              C$18
            ","
              US 18
            ","
          Style 3184: Makes dresses size 14-20

1989, English and French

Pattern is not cut, assumed to be all in kit. Envelope is broken on one side, sold as is.
        ",N/A,"N/A, N/A, N/A, Green, Purple, N/A, N/A, N/A",https://di2ponv0v5otw.cloudfront.net/posts/2024/02/13/65cc1901bd66cd355689a792/s_65cc19178634cbc8bda32a1e.jpg,1845,600+,1 day,68,https://poshmark.ca/listing/525-Style-3184-Woman-1980-Dress-sew-pattern-size-1420-65cc1901bd66cd355689a792
Aritzia,"
            ARITZIA Wilfred Éthéré Dress sleeveless back tie blush pink size Small
          ","
              C$30
            ","
              US S
            ","
          Aritzia Wilfred Éthéré Dress sleeveless back tie blush pink
Fully lined 
Mini length 
Great condition
Size Small 
Measurements in pictures 
53% viscose 47% rayon, lining 100% polyester
        ","Seller Discount: 25% off 3+ Bundle, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, N/A, Pink, N/A, N/A, N/A",https://di2ponv0v5otw.cloudfront.net/posts/2024/08/06/66b1ed86538beb2c98aa1603/s_66b1ed87b1ef581f9f63a0bc.jpeg,4590,3200+,1 day,100+,https://poshmark.ca/listing/ARITZIA-Wilfred-thr-Dress-sleeveless-back-tie-blush-pink-size-Small-66b1ed86538beb2c98aa1603
Polo Ralph Lauren,"
            Polo Ralph Lauren Yellow Polo Mesh Dress
          ","
              C$90
            ","
              US XS
            ","
          Polo Mesh Dress
Size XS

Brand New With Tags
        ",C$12.49 Expedited (1-7 day) Shipping on all orders,"N/A, N/A, N/A, Yellow",https://di2ponv0v5otw.cloudfront.net/posts/2020/08/22/5f417b169ad84432ca28683c/s_5f417b1e81a36ca9a6c553de.jpeg,491,300+,2 days,17,https://poshmark.ca/listing/Polo-Ralph-Lauren-Yellow-Polo-Mesh-Dress-5f417b169ad84432ca28683c
Eliza J,"
            Eliza J Linen Blend Sleeveless Sheath Dress Size 6
          ","
              C$38
            ","
              US 6
            ","
          Banana Republic navy blue linen blend sleeveless sheath dress with V-neckline accentuated by a white lace embroidery appliqué. Concealed back zip closure. Fully lined. Hem sits above the knee for 5’6” tall. Outer shell: 55% linen, 45% rayon. Lining: 100% polyester.

*Excellent preowned condition.
*Photo on model for reference only

No Poshmark account? No Problem!
Sign up using the following code: ChickChic0825 to receive $10 credit towards your purchase on Poshmark!

Thank you for shopping at ChickChic!
        ",C$12.49 Expedited (1-7 day) Shipping on all orders,"N/A, N/A, Blue, White, N/A, N/A, N/A",https://di2ponv0v5otw.cloudfront.net/posts/2024/08/06/66b2c488ba3d485f18dcaff7/s_66b2c489b9db3a2b675184ac.jpg,440,100+,1 day,10,https://poshmark.ca/listing/Eliza-J-Linen-Blend-Sleeveless-Sheath-Dress-Size-6-66b2c488ba3d485f18dcaff7
N/A,"
            Mint Green Floor Length Dress Size Small NWOT
          ","
              C$35
            ","
              US S
            ","
          Easy care synthetic fabric
No size on brand tag. Fits Size Small
        ",C$12.49 Expedited (1-7 day) Shipping on all orders,"N/A, N/A, N/A, Green",https://di2ponv0v5otw.cloudfront.net/posts/2020/01/15/5e1f9e16bbce0bc2d7a5736d/s_5e1f9e1b152812fc006a3acd.jpeg,4993,1200+,1 day,100+,https://poshmark.ca/listing/Mint-Green-Floor-Length-Dress-Size-Small-NWOT-5e1f9e16bbce0bc2d7a5736d
Lilly Pulitzer,"
            Lilly Pulitzer Mini Dress Womens 2X Blue Sea Urchin Adjustable Straps Beach
          ","
              C$54
            ","
              US 2X
            ","
          Lilly Pulitzer Mini Dress Womens 2X Blue Sea Urchin Adjustable Straps Beach



Good pre-owned condition (see photos for details)


 * Style Profile: casual, summer, vacation, resort
 * Size: 2x
 * Flaws: no flaws, rips or stains

 * Chest flat: 25
 * Length: 33
 * Measurements are approximate. Item is laid flat without stretching which could make the measurements off by .5 to 1 inch. 


/
        ",C$12.49 Expedited (1-7 day) Shipping on all orders,"N/A, N/A, N/A, Blue",https://di2ponv0v5otw.cloudfront.net/posts/2024/09/10/66e081910c84274f093c530d/s_66e081e4c4b73ae00c2d0ae6.jpg,4822,3200+,1 day,100+,https://poshmark.ca/listing/Lilly-Pulitzer-Mini-Dress-Womens-2X-Blue-Sea-Urchin-Adjustable-Straps-Beach-66e081910c84274f093c530d
Kindred Bravely,"
            Kindred Bravely Maternity / Nursing Dress
          ","
              C$10
            ","
              US XS (Maternity)
            ","
          Excellent pre-worn condition, super soft & stretchy flattering versatile dress that can be worn dressed up or more casual. Fits more like a small, 94% Modal 6% spandex.
        ","Seller Discount: 15% off 2+ Bundle, Price Dropped: 38%, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, Black, N/A, N/A, N/A",https://di2ponv0v5otw.cloudfront.net/posts/2022/10/12/6346f9de97b5d0b8bb0454f7/s_63c4a305ffb5d028aeb0c6a1.jpg,920,700+,1 day,88,https://poshmark.ca/listing/Kindred-Bravely-Maternity-Nursing-Dress-6346f9de97b5d0b8bb0454f7
Anthropologie,"
            Anthropologie Maeve Larkhill Orange Silk Floral Sleeveless Midi Dress
          ","
              C$87
            ","
              US XS
            ","
          MAEVE Anthropologie Larkhill Midi Dress 
* Color: Orange large vibrant flowers
* Lined
* Swing silhouette
* High neckline
* Side pockets
* Button back
* Sleeveless
* Material: 100% silk 
* Care: Hand wash cold separately
* Size: XS
*Measurement (approx.): pit to pit - 18""; Length - 40""; Waist - 21""; 
* Condition - In very good pre-owned condition

Please see pictures for details as pictures are part of descriptions.
        ",C$12.49 Expedited (1-7 day) Shipping on all orders,"N/A, N/A, N/A, Orange, Black, N/A, N/A, N/A",https://di2ponv0v5otw.cloudfront.net/posts/2024/08/05/66b173f4db3a6f617acc552a/s_66b173f6d90d2103347f9a15.jpg,877,400+,3 days,74,https://poshmark.ca/listing/Anthropologie-Maeve-Larkhill-Orange-Silk-Floral-Sleeveless-Midi-Dress-66b173f4db3a6f617acc552a
American Eagle Outfitters,"
            XXL American Eagle Dress
          ","
              C$28
            ","
              US XXL
            ","
          New
        ","Seller Discount: 10% off 3+ Bundle, Price Dropped: 13%, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A",https://di2ponv0v5otw.cloudfront.net/posts/2024/08/13/66bb4052d399ff7d7dc9ae82/s_66bb4062693ff7a8bcb24aea.jpg,1267,700+,1 day,72,https://poshmark.ca/listing/XXL-American-Eagle-Dress-66bb4052d399ff7d7dc9ae82
Vintage,"
            Vintage DollyDolly black blazer wiggle dress
          ","
              C$80
            ","
              AU 10
            ","
          Vintage black short sleeve double breasted coat wiggle dress from Dolly Dolly

Notched lapels

Brown buttons

Pockets

Has belt loops but no belt included

Labelled Australian size 10 or approximately size small

Flat lay measurements:
Pit to pit - 18.5""
Sleeve inseam - 5.5""
Waist - 15""
Hips - 18""
Hem - 16""
Length - 39.25""

Polyester/viscose blend

Very good pre-owned condition
        ",C$12.49 Expedited (1-7 day) Shipping on all orders,"N/A, N/A, N/A, Black, Brown, N/A, N/A, N/A",https://di2ponv0v5otw.cloudfront.net/posts/2024/01/31/65bac8f41741be90fa670155/s_65bac9257f29dd226ed6e6d6.jpg,2256,1400+,1 day,100+,https://poshmark.ca/listing/Vintage-DollyDolly-black-blazer-wiggle-dress-65bac8f41741be90fa670155
Philosophy,"
            Philosophy dress  xs
          ","
              C$20
            ","
              US XS
            ","
          cream/beaded neck
        ","Seller Discount: 20% off 3+ Bundle, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, White, Cream, N/A",https://di2ponv0v5otw.cloudfront.net/posts/2024/09/13/66e4a8fd013d2a93792892f6/s_66e4a8ff5af6e6b8d0b48cd5.jpeg,201,55+,1 day,6,https://poshmark.ca/listing/Philosophy-dress-xs-66e4a8fd013d2a93792892f6
Rina Scimento,"
            Rina Scimento Italian-Made Beige Mini Dress w/ Black Mesh Overlay
          ","
              C$45
            ","
              US L
            ","
          Rina Scimento Italian-Made Beige Mini Dress w/ Black Mesh Overlay

Condition: EUC
Materials: Nylon-Polyamide 
Pit-To-Pit: 15""
Length: 32""
Waist: 15""

*Size is Large but, based on measurements, I'd say this might be a smaller large or a medium. Please check your measurements with mine before purchase. 
*Measurements are Approximate
        ",C$12.49 Expedited (1-7 day) Shipping on all orders,"N/A, N/A, N/A, Black, Cream, N/A, N/A, N/A",https://di2ponv0v5otw.cloudfront.net/posts/2024/08/20/66c454595280158b7a0980e1/s_66c4545d07ac5533813400eb.png,2927,1900+,1 day,100+,https://poshmark.ca/listing/Rina-Scimento-ItalianMade-Beige-Mini-Dress-w-Black-Mesh-Overlay-66c454595280158b7a0980e1
N/A,"
            Lace Evening Cocktail Dress Size  S
          ","
              C$55
            ","
              US S
            ","
          Gorgeous Lace Dress was bought at a European evening wear boutique. 
Colour: Dark Forest
Size: S fits XS 
Bust 32“
Waist 26”
Shoulder to shoulder 13”
Length 36.5”
Sleeve 24.5”

Fabric: 70% silk, 30% polyamide 
Condition: pre-owned, very good, no damages or pulls
        ","Seller Discount: 15% off 2+ Bundle, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, Green, N/A, N/A, N/A",N/A,153,40+,2 days,3,https://poshmark.ca/listing/Lace-Evening-Cocktail-Dress-Size-S-66e5c399f51a0f6c8dcea890
Anthropologie,"
            Anthropologie Cupcakes and Cashmere Malbec Dress Grey Stripe Jersey Keyhole Back
          ","
              C$41
            ","
              US M
            ","
          Anthropologie Cupcakes and Cashmere Malbec Dress Grey Stripe Jersey Keyhole Back

Women's Cupcakes and Cashmere Malbec grey striped long sleeve dress. Material is French Terry jersey in a viscose blend. Double keyhole at the back.
        ",C$12.49 Expedited (1-7 day) Shipping on all orders,"N/A, N/A, Gray",N/A,4943,3300+,2 days,100+,https://poshmark.ca/listing/Anthropologie-Cupcakes-and-Cashmere-Malbec-Dress-Grey-Stripe-Jersey-Keyhole-Back-629a9c08cb692c4aedb46aaf
lululemon athletica,"
            Lululemon Dress Tunic Black Tube Bottom Floral Bra Cinched Back  Strap Small
          ","
              C$35
            ","
              US S
            ","
          Lululemon Dress Tunic Black Tube Bottom Floral Bra Cinched Back Strap Small

Good used condition with no flaws, bit of wash wear on bra. No size tag
        ",C$12.49 Expedited (1-7 day) Shipping on all orders,"N/A, N/A, N/A, Black, White, N/A, N/A, N/A",N/A,2663,1700+,1 day,100+,https://poshmark.ca/listing/Lululemon-Dress-Tunic-Black-Tube-Bottom-Floral-Bra-Cinched-Back-Strap-Small-66cb55e2e0f2ce6c146b2fa8
Unbranded,"
            Vintage Blush Pink Long Sleeve Wrap Dress S/M
          ","
              C$85
            ","
              S/M
            ","
          This vintage wrap dress in a beautiful blush pink color is a must-have for any fashion-forward woman's wardrobe. 

The long sleeves and wrap design add an elegant touch to this dress, making it perfect for any occasion. 

The dress is available in size S/M, making it a great fit for most women.

The dress is made with high-quality materials and has been designed to provide maximum comfort and durability. It is perfect for those who want to make a statement with their fashion choices while maintaining a timeless look. 

Add this dress to your collection today and elevate your style to the next level!

P to P: 20"" ( adjustable)
        ","Price Dropped: 11%, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, N/A, Pink, N/A, N/A, N/A",N/A,4653,2900+,3 days,100+,https://poshmark.ca/listing/Vintage-Blush-Pink-Long-Sleeve-Wrap-Dress-SM-66db0c6552801521a87985d1
N/A,"
            Bronze Metallic Maxi Evening Dress  Fits XXL   NEW
          ","
              C$90
            ","
              US XXL
            ","
          Stunning  Bronze or Shiny Brown Dress
Deep necklinge / cleavage
Brand new without tags
Tagged 2XL but Fits Size 16-18 or XXL
        ",C$12.49 Expedited (1-7 day) Shipping on all orders,"N/A, N/A, N/A, Brown",N/A,4993,1200+,1 day,100+,https://poshmark.ca/listing/Bronze-Metallic-Maxi-Evening-Dress-Fits-XXL-NEW-65de977039a1f68e8bf4fd95
DKR,"
            DKR Linen Blend Mini Dress Size Lg Hawaiian Knee Length Fairy Lagenlook Beachy
          ","
              C$28
            ","
              US L
            ","
          This pre-owned DKR mini dress is perfect for any occasion, from casual outings to weddings and parties. Made from a lightweight viscose-linen blend, it features a beautiful palm leaf pattern in white and red, with a V-neckline and sleeveless design.

The dress is a size large and is a pullover style, making it easy to wear. Its short length and bohemian Hawaiian style add a touch of nature and beach vibes, while its preppy design makes it suitable for workwear and business settings. Perfect for the summer season, this dress is a must-have for any fashion-forward woman.
        ","Seller Discount: 15% off 2+ Bundle, Price Dropped: 22%, C$12.49C$9.99Expedited (1-7 day) Shipping","N/A, N/A, N/A, Red, White, N/A, N/A, N/A",N/A,245,25+,1 day,2,https://poshmark.ca/listing/DKR-Linen-Blend-Mini-Dress-Size-Lg-Hawaiian-Knee-Length-Fairy-Lagenlook-Beachy-66d219d4e8638019a0f502e4
Lilly Pulitzer,"
            Lilly Pulitzer | Clara Dress
          ","
              C$40
            ","
              US S
            ","
          Lilly Pulitzer | Clara Dress 

Size Small

Print: Out to Sea 

100% Silk 

Perfect Lightweight Summer Dress

Great Condition!
        ","Seller Discount: 10% off 2+ Bundle, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, N/A, Pink, Blue, N/A, N/A, N/A",N/A,488,300+,1 day,33,https://poshmark.ca/listing/Lilly-Pulitzer-Clara-Dress-66c2a501ce663f2a295060af
Urban Outfitters,"
            Urban Outfitters Mixed Print Pippa Chiffon Tiered Boho Floral Mini Dress - M
          ","
              C$45
            ","
              US M
            ","
          Urban Outfitters
Mixed Print Pippa Chiffon Tiered Boho Floral Mini Dress
Size M Medium
Excellent condition. No hole, stain, or rip. Material tag is cut.

Features:
• contrasting mixed print mini dress; tiered skirt; Indian blockprint style fabrics; short sleeves; v-neckline; loose-fit; bodice is unlined, skirt is lined
• 100% polyester with viscose lining

Measurements (taken flat)
Pit to pit : 20 in
Length (shoulder to bottom hem) : 32 in

Tags: blockprint, mini, tiered, loose, babydoll,  LAGENLOOK COTTAGECORE PRARIE PEASANT HIPPIE BOHO BOHEMIAN BEACHY BEACH WEDDING GUEST BAPTISM QUINCEANERA COMMUNION
        ",C$12.49 Expedited (1-7 day) Shipping on all orders,"N/A, N/A, N/A, Pink, Blue, N/A, N/A, N/A",N/A,1428,600+,1 day,68,https://poshmark.ca/listing/Urban-Outfitters-Mixed-Print-Pippa-Chiffon-Tiered-Boho-Floral-Mini-Dress-M-66e177cc9b37c759d119bb4e
A Common Thread,"
            A COMMON THREAD • Silk Sleeveless Shift Mini Dress • Brown w Dots • Medium • EUC
          ","
              C$40
            ","
              US M
            ","
          • This luxurious silk dress from A Common Thread is in excellent used condition and will feel so refreshing to wear.

• The fabric also has 5% spandex, which will mean ease of movement.

• The style of the dress has a lovely, slightly twisted accent of chocolate brown silk outlining the scoop neckline. Draped from the neckline is pleating in the front, adding a flattering flow to the movement of the dress.

• Simple, but elegant with its styling and repeat circle pattern, a nod to the 60s.

• No pockets, no zipper, not lined

• Fabric Content - 95% Silk & 5% Spandex 

•• Sizing Info ••
• Size Medium 
• PTP 19-1/2""
• Collar to hem 35-1/2""
• Hem width 24-1/2""



Tags: quiet luxury, minimalist, silk, dots, patterened, 60s vibe, balletcore, girlhoodcore, barbiecore, grandmacore, cottagecore, lightweight 

HU
        ","Seller Discount: 15% off 3+ Bundle, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, N/A, Orange, Brown, N/A, N/A, N/A",N/A,786,200+,1 day,52,https://poshmark.ca/listing/A-COMMON-THREAD-Silk-Sleeveless-Shift-Mini-Dress-Brown-w-Dots-Medium-EUC-66b9cb2c34e253bafddb3902
Hayden,"
            HAYDEN Cotton Ruffled Open Back Tie Dress Size M  NWOT
          ","
              C$52
            ","
              US M
            ","
          Hayden Los Angeles Natural Cream colour 100% Cotton flirty Mini dress.  Ruffled detailed hemline. Short gathered sleeves with a smocked elastic front bodice.   Stylish squared neckline and an open back with ties. Elastic around the waist 
100% Cotton gauzey textured weave, lined in cotton.
Young, Fun & Flirty mini dress perfect for a casual summer day or tropical resortwear styled with wedged espadrille sandals or even cowboy boots!
Size M
NWOT condition, no stains, no rips, no holes
See photos for flat measurements, fabric & care tags 

Style Tags: western, coastal cowgirl, casual, resortwear, tropical holiday, bohemian, peasant

#G8.0.339
        ","Seller Discount: 20% off 3+ Bundle, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, N/A, White, N/A, N/A, N/A",N/A,870,400+,1 day,100+,https://poshmark.ca/listing/HAYDEN-Cotton-Ruffled-Open-Back-Tie-Dress-Size-M-NWOT-66b2add2d90d2170c0c80261
lululemon athletica,"
            Lululemon cotton wrap front t-shirt dress size 10 new with tags
          ","
              C$70
            ","
              US 10
            ","
          Lululemon cotton wrap front t-shirt dress size 10 new with tags in Prosecco 

Adjust to busy days in this double-layered pima cotton dress. Ties wrap around the front and secure in the back, letting you find your fit (and change it) as you go.
super-soft, pima cotton fabric
Soft
Four-way stretch
Naturally breathable
Added Lycra® fibre for stretch and shape retention
        ","Seller Discount: 10% off 3+ Bundle, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, Cream, Tan",N/A,3641,2800+,1 day,100+,https://poshmark.ca/listing/Lululemon-cotton-wrap-front-tshirt-dress-size-10-new-with-tags-66d5141ec4b73aa28f4f186f
Loewe,"
            LOEWE NWT
Tie-Dye Cotton And Linen Maxi Dress in Sz S
          ","
              C$1,250
            ","
              US S
            ","
          LOEWE.

Embrace a haute-hippie aesthetic in this tie-dye maxi dress from LOEWE. It’s not just the navy-and-white wavy stripes that evoke a free-spirited feel; the whole design is made extra exuberant with large ruffles, and it’s finished with cold shoulders and a keyhole back that counter the modesty of its ankle-sweeping length.

Approximate Measurements 
Length 50”
Waist 15”
Width @ chest 16-17”
        ","Seller Discount: 15% off 2+ Bundle, C$12.49C$3.99Expedited (1-7 day) Shipping on orders over C$700!, FREE authentication on items over C$700!","N/A, N/A, N/A, N/A, N/A, N/A",N/A,947,400+,1 day,80,https://poshmark.ca/listing/LOEWE-NWTTieDye-Cotton-And-Linen-Maxi-Dress-in-Sz-S-66df7699375218f959d693b5
Tommy Bahama,"
            Tommy Bahama Floral Sleeveless Shift Dress Girls Size 7 Blue Pink Floral
          ","
              C$25
            ","
              US 7 (Girl)
            ","
          Tommy Bahama girls' dress in size 7. The dress is sleeveless and features a scoop neck. It is made of a lightweight cotton fabric and has a bright blue background with a pink and white hibiscus floral print. The dress has a back zipper closure and a slightly A-line silhouette and is fully lined. 

Condition: Excellent
Size: 7

Measurements in the photo 

Double check your sizes measurements. Please see photos as they are considered part of the description.  Note: All clothing sold in our shop has been previously owned. We try to pick out great clothing with minimal wear and provide any notes about it in the “condition” section above. If you have any questions or concerns, please message us ahead of buying an item. We’ll gladly respond as we want you to be happy with your purchase. We strive for 100% customer satisfaction and will work very hard to earn your positive, 5 star, feedback rating.
        ","Seller Discount: 15% off 3+ Bundle, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, N/A, Pink, Blue",N/A,1471,600+,1 day,100+,https://poshmark.ca/listing/Tommy-Bahama-Floral-Sleeveless-Shift-Dress-Girls-Size-7-Blue-Pink-Floral-66cdd8ad9e4f74109da00c81
Ilanco,"
            summer dress. Scoop neckline.short  cap flutter sleeves , tie wrap
          ","
              C$20
            ","
              US M
            ","
          PTP 20”
WAIST 19”
LENGTH 38”
Cute lightweight summertime dress 
Short sleeve cap flutter sleeve 
Feminine 
Relax fit 
Travel 
Wrinkle free 
Smoke free pet free home 
Excellent new condition with tags
        ","Seller Discount: 20% off 3+ Bundle, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, N/A, Black, White, N/A, N/A, N/A",N/A,1655,500+,1 day,98,https://poshmark.ca/listing/summer-dress-Scoop-necklineshort-cap-flutter-sleeves-tie-wrap-66d8e828963c42ad877040ee
Aventura,"
            Aventura Sweater Dress Womens Medium Charcoal Grey Organic Cotton Long Sleeve
          ","
              C$39
            ","
              US M
            ","
          Lightweight A-line sweater dress

Excellent pre-owned condition with no flaws

Tagged size medium
Bust 18”
Waist 15”
Length 37.5”
Sleeve 25”
        ",C$12.49 Expedited (1-7 day) Shipping on all orders,"N/A, N/A, N/A, Gray, N/A, N/A, N/A",N/A,1747,1300+,1 day,100+,https://poshmark.ca/listing/Aventura-Sweater-Dress-Womens-Medium-Charcoal-Grey-Organic-Cotton-Long-Sleeve-66e0a56c2fd49a89e137b902
Esprit,"
            Blue and green  plaid babydoll dress with adjustable straps and ruffle trim
          ","
              C$55
            ","
              36
            ","
          Blue and green plaid babydoll dress with adjustable straps and ruffle trim
- side zipper
- fully lined 

🏷️Brand: Espirit 
📏Size：36
📐flat measurement: ptp 16 inches, length 32 inches 
🧶fabric: 100% cotton 
🔢Condition: 9/10( no flaws, general wear)

👗Mannequin is size S
💌message me if you have any questions 
🚚ships every Monday, Wednesday, Friday 
💲Price is firm. Shipping is $12. 

🐱pet friendly & 🚭smoke free home 
🧼washed and ready to wear 
📍meet up available in Toronto North York
 #y2k #plaid #babydoll #Cottagecore #coquette
        ",C$12.49 Expedited (1-7 day) Shipping on all orders,"N/A, N/A, N/A, Blue, Green, N/A, N/A, N/A",N/A,185,10+,1 day,1,https://poshmark.ca/listing/Blue-and-green-plaid-babydoll-dress-with-adjustable-straps-and-ruffle-trim-66e5991af3d624c556059029
